Title,Artist,ConstituentID,Date,Medium,Dimensions,CreditLine,AccessionNumber,Classification,Department,DateAcquired,Cataloged,ObjectID,Circumference (cm),Depth (cm),Diameter (cm),Height (cm),Length (cm),Weight (kg),Width (cm),Duration (sec.),ArtistBio,Nationality,Gender,BeginDate,EndDate
19289,Florida Bark,Ida E. Fischer,1882.0,1951,"Plaster and cement on board with bark, shells, corks, and other materials","16 x 12"" (40.7 x 30.5 cm)",Gift of the American Abstract Artists,9.1955,Painting,Painting & Sculpture,1955-04-06,Y,78398,,,,40.7,,,30.5,,"American, born Austria.1883–1956",American,Female,1883.0,1956.0
19290,Aru 6,Willi Baumeister,392.0,1955,Oil on board,"51 1/4 x 39 1/4"" (129.9 x 99.5 cm)",Given anonymously,9.1956,Painting,Painting & Sculpture,1956-03-19,Y,78399,,,,129.9,,,99.5,,"German, 1889–1955",German,Male,1889.0,1955.0
19291,Green Target,Jasper Johns,2923.0,1955,Encaustic on newspaper and cloth over canvas,"60 x 60"" (152.4 x 152.4 cm)",Richard S. Zeisler Fund,9.1958,Painting,Painting & Sculpture,1958-02-19,Y,78401,,,,152.4,,,152.4,,"American, born 1930",American,Male,1930.0,0.0
19292,Laocoön,Robert Goodnough,2242.0,1958,Oil and charcoal on canvas,"66 3/8 x 54 1/8"" (168.4 x 137.5 cm)",Given anonymously,9.1959,Painting,Painting & Sculpture,1959-03-02,Y,78402,,,,168.4,,,137.5,,"American, 1917–2010",American,Male,1917.0,2010.0
19293,Running White,Ellsworth Kelly,3048.0,1959,Oil on canvas,"7' 4"" x 68"" (223.6 x 172.2 cm)",Purchase,9.1960,Painting,Painting & Sculpture,1960-02-10,Y,78403,,,,223.6,,,172.2,,"American, 1923–2015",American,Male,1923.0,2015.0
19294,Number 1,Max Schnitzler,5254.0,1955,Oil on canvas,"65 7/8 x 50"" (167.3 x 126.8 cm)",Given anonymously,9.1961,Painting,Painting & Sculpture,1961-01-10,Y,78404,,,,167.3,,,126.8,,"American, born Poland. 1903–1999",American,Male,1903.0,1999.0
19295,Trouble in Frisco,Fletcher Martin,3790.0,1938,Oil on canvas,"30 x 36"" (76.2 x 91.4 cm)",Abby Aldrich Rockefeller Fund,10.1939,Painting,Painting & Sculpture,1939-01-06,Y,78406,,,,76.2,,,91.4,,"American, 1904–1979",American,Male,1904.0,1979.0
19296,Ouro Preto: St. John's Eve,Alberto da Veiga Guignard,2401.0,1942,Oil on plywood,"31 1/2 x 23 5/8"" (80 x 60 cm)",Commissioned through the Inter-American Fund,10.1943,Painting,Painting & Sculpture,1943-02-18,Y,78407,,,,80.0,,,60.0,,"Brazilian, 1895–1962",Brazilian,Male,1895.0,1962.0
19297,The Vision,Theora Hamblett,2476.0,1954,Oil on board,"17 7/8 x 48"" (45.4 x 121.9 cm)",Gift of Albert Dorne,10.1955.a-b,Painting,Painting & Sculpture,1955-04-06,Y,78409,,,,45.4,,,121.9,,"American, 1895–1977",American,Female,1895.0,1977.0
19298,The Park,Gustav Klimt,3147.0,1910 or earlier,Oil on canvas,"43 1/2 x 43 1/2"" (110.4 x 110.4 cm)",Gertrud A. Mellon Fund,10.1957,Painting,Painting & Sculpture,1957-02-27,Y,78411,,,,110.4,,,110.4,,"Austrian, 1862–1918",Austrian,Male,1862.0,1918.0
19299,White Numbers,Jasper Johns,2923.0,"July 29, 1957",Encaustic on canvas,"34 x 28 1/8"" (86.5 x 71.3 cm)",Elizabeth Bliss Parkinson Fund,10.1958,Painting,Painting & Sculpture,1958-02-19,Y,78412,,,,86.5,,,71.3,,"American, born 1930",American,Male,1930.0,0.0
19300,Seamstress,Raphael Soyer,5549.0,1956-60,Oil on canvas,"30 x 24 1/8"" (76.2 x 61.2 cm)",Gift of Mr. and Mrs. Sidney Elliott Cohn,10.1961,Painting,Painting & Sculpture,1961-01-10,Y,78414,,,,76.2,,,61.2,,"American, born Russia.1899–1987",American,Male,1899.0,1987.0
19301,Still Life I,Joan Miró,4016.0,"Montroig and Paris, July 1922-spring 1923",Oil on canvas,"14 7/8 x 18 1/8"" (37.8 x 46 cm)",Purchase,11.1939,Painting,Painting & Sculpture,1939-01-06,Y,78417,,,,37.8,,,46.0,,"Spanish, 1893–1983",Spanish,Male,1893.0,1983.0
19302,River Bathers,Grace Hartigan,2520.0,1953,Oil on canvas,"69 3/8"" x 7' 4 3/4"" (176.2 x 225.5 cm)",Given anonymously,11.1954,Painting,Painting & Sculpture,1954-04-06,Y,78419,,,,176.2,,,225.5,,"American, 1922–2008",American,Female,1922.0,2008.0
19303,Exit the Ballets Russes,Fernand Léger,6624.0,1914,Oil on canvas,"53 3/4 x 39 1/2"" (136.5 x 100.3 cm)",Gift of Mr. and Mrs. Peter A. Rübel (partly by exchange),11.1958,Painting,Painting & Sculpture,1958-02-19,Y,78420,,,,136.5,,,100.3,,"French, 1881–1955",French,Male,1881.0,1955.0
19304,Still Life II,Joan Miró,4016.0,"Montroig and Paris, July 1922- spring 1923",Oil on canvas,"15 x 18"" (38.1 x 45.7 cm)",Purchase,12.1939,Painting,Painting & Sculpture,1939-01-06,Y,78421,,,,38.1,,,45.7,,"Spanish, 1893–1983",Spanish,Male,1893.0,1983.0
19305,Napoleon in the Wilderness,Max Ernst,1752.0,1941,Oil on canvas,"18 1/4 x 15"" (46.3 x 38.1 cm)",Purchase and exchange,12.1942,Painting,Painting & Sculpture,1942-01-27,Y,78423,,,,46.3,,,38.1,,"French and American, born Germany. 1891–1976",French,Male,1891.0,1976.0
19306,The Farm,Rafael Moreno,4086.0,1943,Oil on canvas,"39"" x 6' 6 1/8"" (99.1 x 198.4 cm)",Inter-American Fund,12.1944,Painting,Painting & Sculpture,1944-03-14,Y,78424,,,,99.1,,,198.4,,"Cuban, born Spain. 1887–1955",Cuban,Male,1887.0,1955.0
19307,Tower and Tank,Herman Rose,5019.0,1947,Oil on canvas,"15 x 13"" (38.1 x 33 cm)",Purchase,12.1949,Painting,Painting & Sculpture,1949-02-03,Y,78425,,,,38.1,,,33.0,,"American, 1909–2007",American,Male,1909.0,2007.0
19308,"Street, Dresden",Ernst Ludwig Kirchner,3115.0,1908 (reworked 1919; dated on painting 1907),Oil on canvas,"59 1/4"" x 6' 6 7/8"" (150.5 x 200.4 cm)",Purchase,12.1951,Painting,Painting & Sculpture,1951-01-30,Y,78426,,,,150.5,,,200.4,,"German, 1880–1938",German,Male,1880.0,1938.0
19309,Pierrot,Pablo Picasso,4609.0,"Paris, 1918",Oil on canvas,"36 1/2 x 28 3/4"" (92.7 x 73 cm)",Sam A. Lewisohn Bequest,12.1952,Painting,Painting & Sculpture,1952-01-22,Y,78427,,,,92.7,,,73.0,,"Spanish, 1881–1973",Spanish,Male,1881.0,1973.0
19310,Woman with a Daffodil,Lucian Freud,1993.0,summer 1945,Oil on board on canvas,"9 3/8 x 5 5/8"" (23.8 x 14.3 cm)",Purchase,12.1953,Painting,Painting & Sculpture,1953-01-30,Y,78428,,,,23.8,,,14.3,,"British, born Germany. 1922–2011",British,Male,1922.0,2011.0
19311,Rest in Air,James McGarrell,3884.0,1958,Oil on board,"47 7/8 x 59 5/8"" (121.5 x 151.4 cm)",Larry Aldrich Foundation Fund,12.1960,Painting,Painting & Sculpture,1960-02-10,Y,78429,,,,121.5,,,151.4,,"American, born 1930",American,Male,1930.0,0.0
19312,Reclining Nude,Amedeo Modigliani,4038.0,c. 1919,Oil on canvas,"28 1/2 x 45 7/8"" (72.4 x 116.5 cm)",Mrs. Simon Guggenheim Fund,13.1950,Painting,Painting & Sculpture,1950-01-06,Y,78432,,,,72.4,,,116.5,,"Italian, 1884–1920",Italian,Male,1884.0,1920.0
19313,Night Fishing at Antibes,Pablo Picasso,4609.0,"Antibes, August 1939",Oil on canvas,"6' 9"" x 11' 4"" (205.8 x 345.4 cm)",Mrs. Simon Guggenheim Fund,13.1952,Painting,Painting & Sculpture,1952-01-22,Y,78433,,,,205.8,,,345.4,,"Spanish, 1881–1973",Spanish,Male,1881.0,1973.0
19314,Vocal Fabric of the Singer Rosa Silber,Paul Klee,3130.0,1922,"Watercolor and ink on plastered fabric mounted on board, with watercolor and ink borders","24 1/2 x 20 1/2"" (62.3 x 52.1 cm)",Gift of Mr. and Mrs. Stanley Resor,13.1955,Painting,Painting & Sculpture,1955-04-06,Y,78434,,,,62.3,,,52.1,,"German, born Switzerland. 1879–1940",German,Male,1879.0,1940.0
19315,Gray Relief on Black,Antoni Tàpies,5809.0,1959,Latex paint with marble dust on canvas,"6' 4 5/8"" x 67"" (194.6 x 170 cm)",Gift of G. David Thompson,13.1961,Painting,Painting & Sculpture,1961-01-10,Y,78435,,,,194.6,,,170.0,,"Spanish, 1923–2012",Spanish,Male,1923.0,2012.0
19316,Untitled,Francis Alÿs,8383.0,1994,"Oil on canvas and synthetic polymer paint on sheet metal, three panels","Small panel by Francis Alÿs 12 1/2 x 10"" (31.8 x 25.4 cm), medium panel by Emilio Rivera 36 x 28 1/8"" (91.4 x 71.4 cm), large panel by Juan Garcia 47 1/4 x 36"" (120 x 91.4 cm).",Gift of Eileen and Peter Norton,14.2000.a-c,Painting,Painting & Sculpture,1999-10-21,Y,78436,,,,120.0152,,,188.2779,,"Belgian, born 1959",Belgian,Male,1959.0,0.0
19317,Apples in the Hay,Walt Kuhn,3288.0,1932,Oil on canvas,"30 x 40"" (76.2 x 101.6 cm)",Given anonymously (by exchange),14.1936,Painting,Painting & Sculpture,1936-01-15,Y,78438,,,,76.2,,,101.6,,"American, 1877–1949",American,Male,1877.0,1949.0
19318,Composition in Oval with Color Planes 1,Piet Mondrian,4057.0,1914,Oil on canvas,"42 3/8 x 31"" (107.6 x 78.8 cm)",Purchase,14.1950,Painting,Painting & Sculpture,1950-01-06,Y,78441,,,,107.6,,,78.8,,"Dutch, 1872–1944",Dutch,Male,1872.0,1944.0
19319,Port of Hamburg,Oskar Kokoschka,3197.0,1951,Oil on canvas,"35 3/4 x 47 1/2"" (90.8 x 120.5 cm)",Rose Gershwin Fund,14.1956,Painting,Painting & Sculpture,1956-03-19,Y,78442,,,,90.8,,,120.5,,"Austrian, 1886–1980",Austrian,Male,1886.0,1980.0
19320,Spook Tree,Armando Morales Sequeira,4078.0,1956,Oil on canvas,"51 1/4 x 22 5/8"" (130 x 57.9 cm)",Inter-American Fund,14.1957,Painting,Painting & Sculpture,1956-02-27,Y,78443,,,,130.0,,,57.9,,"Nicaraguan, 1927–2011",Nicaraguan,Male,1927.0,2011.0
19321,Painterly Architectonic,Liubov Popova,4694.0,1917,Oil on canvas,"31 1/2 x 38 5/8"" (80 x 98 cm)",Philip Johnson Fund,14.1958,Painting,Painting & Sculpture,1958-02-19,Y,78444,,,,80.0,,,98.0,,"Russian, 1889–1924",Russian,Female,1889.0,1924.0
19322,Threatened Game,Ger Lataster,3403.0,1956,Oil on board,"48 x 68"" (121.9 x 172.7 cm)",Gift of G. David Thompson,14.1959,Painting,Painting & Sculpture,1959-03-02,Y,78445,,,,121.9,,,172.7,,"Dutch, 1920–2012",Dutch,Male,1920.0,2012.0
19323,Jake at the New Viet Huong,Elizabeth Peyton,8042.0,1995,Oil on masonite,"16 x 12"" (40.6 x 30.5 cm)",Gift of the Peter Norton Family Foundation,15.2000,Painting,Painting & Sculpture,2000-01-01,Y,78446,,,,40.6,,,30.5,,"American, born 1965",American,Female,1965.0,0.0
19324,The Artist's Mother,Alberto Giacometti,2141.0,1950,Oil on canvas,"35 3/8 x 24"" (89.9 x 61 cm)",Acquired through the Lillie P. Bliss Bequest (by exchange),15.1953,Painting,Painting & Sculpture,1953-01-30,Y,78448,,,,89.9,,,61.0,,"Swiss, 1901–1966",Swiss,Male,1901.0,1966.0
19325,"Personage, with Yellow Ochre and White",Robert Motherwell,4126.0,1947,Oil on canvas,"6' x 54"" (182.8 x 137 cm)",Gift of Mr. and Mrs. Samuel M. Kootz,15.1957,Painting,Painting & Sculpture,1957-02-27,Y,78450,,,,182.8,,,137.0,,"American, 1915–1991",American,Male,1915.0,1991.0
19326,Ondho,Victor Vasarely,6109.0,1956-60,Oil on canvas,"7' 2 5/8"" x 71"" (220 x 180.4 cm)",Gift of G. David Thompson,15.1961,Painting,Painting & Sculpture,1961-01-10,Y,78452,,,,220.0,,,180.4,,"French, born Hungary 1908–1997",French,Male,1908.0,1997.0
19327,Pines and Rocks (Fontainebleau?),Paul Cézanne,1053.0,c. 1897,Oil on canvas,"32 x 25 3/4"" (81.3 x 65.4 cm)",Lillie P. Bliss Collection,16.1934,Painting,Painting & Sculpture,1934-09-23,Y,78454,,,,81.3,,,65.4,,"French, 1839–1906",French,Male,1839.0,1906.0
19328,Christina's World,Andrew Wyeth,6464.0,1948,Tempera on panel,"32 1/4 x 47 3/4"" (81.9 x 121.3 cm)",Purchase,16.1949,Painting,Painting & Sculpture,1949-02-03,Y,78455,,,,81.9,,,121.3,,"American, 1917–2009",American,Male,1917.0,2009.0
19329,"The Empire of Light, II",René Magritte,3692.0,1950,Oil on canvas,"31 x 39"" (78.8 x 99.1 cm)",Gift of D. and J. de Menil,16.1951,Painting,Painting & Sculpture,1951-01-30,Y,78456,,,,78.8,,,99.1,,"Belgian, 1898–1967",Belgian,Male,1898.0,1967.0
19330,The Spherical Roof Around our Tribe (Revolvers),Roberto Matta,3842.0,1952,Tempera on canvas,"6' 6 5/8"" x 9' 7 7/8"" (199.7 x 294.5 cm)",Gift of D. and J. de Menil,16.1954,Painting,Painting & Sculpture,1954-04-06,Y,78458,,,,199.7,,,294.5,,"Chilean, 1911–2002",Chilean,Male,1911.0,2002.0
19331,Lady in a Park,August Macke,3670.0,July 1914,Oil on canvas,"38 1/2 x 23 1/4"" (97.8 x 58.9 cm)",Gift of the Henry Pearlman Foundation,16.1956,Painting,Painting & Sculpture,1956-03-19,Y,78459,,,,97.8,,,58.9,,"German, 1887–1914",German,Male,1887.0,1914.0
19332,"Faust, I",Jan Müller,4150.0,1956,Oil on canvas,"68 1/8"" x 10' (173 x 304.7 cm)",Purchase,16.1957,Painting,Painting & Sculpture,1957-02-27,Y,78460,,,,173.0,,,304.7,,"American, born Germany. 1922–1958",American,Male,1922.0,1958.0
19333,Bather,Henri Matisse,3832.0,"Cavalière, summer 1909",Oil on canvas,"36 1/2 x 29 1/8"" (92.7 x 74 cm)",Gift of Abby Aldrich Rockefeller,17.1936,Painting,Painting & Sculpture,1936-01-14,Y,78464,,,,92.7,,,74.0,,"French, 1869–1954",French,Male,1869.0,1954.0
19334,Workers and Paintings,Honoré Sharrer,5374.0,1943,Oil on board,"11 5/8 x 37"" (29.5 x 94 cm)",Gift of Lincoln Kirstein,17.1944,Painting,Painting & Sculpture,1944-03-14,Y,78465,,,,29.5,,,94.0,,"American, 1920–2009",American,Female,1920.0,2009.0
19335,Dragon Fruit,Roberto Ossaye,4440.0,1953,Oil on canvas,"12 7/8 x 18 3/4"" (32.7 x 47.5 cm)","Given in memory of the artist by Mrs. Roberto Ossaye and her daughter, Maria del Carmen Ossaye",17.1957,Painting,Painting & Sculpture,1957-02-27,Y,78466,,,,32.7,,,47.5,,"Guatemalan, 1927–1954",Guatemalan,Male,1927.0,1954.0
19336,Constanza,George McNeil,3894.0,1958,Oil on board,"47 7/8 x 47 7/8"" (121.6 x 121.6 cm)",Larry Aldrich Foundation Fund,17.1959,Painting,Painting & Sculpture,1959-03-02,Y,78467,,,,121.6,,,121.6,,"American, 1908–1995",American,Male,1908.0,1995.0
19337,"Still Life with Ginger Jar, Sugar Bowl, and Oranges",Paul Cézanne,1053.0,1902-06,Oil on canvas,"23 7/8 x 28 7/8"" (60.6 x 73.3 cm)",Lillie P. Bliss Collection,18.1934,Painting,Painting & Sculpture,1934-09-23,Y,78469,,,,60.6,,,73.3,,"French, 1839–1906",French,Male,1839.0,1906.0
19338,The Geranium,Max Weber,6275.0,1911,Oil on canvas,"39 7/8 x 32 1/4"" (101.3 x 81.9 cm)",Acquired through the Lillie P. Bliss Bequest (by exchange),18.1944,Painting,Painting & Sculpture,1944-03-14,Y,78470,,,,101.3,,,81.9,,"American, born Russia. 1881–1961",American,Male,1881.0,1961.0
19339,Still Life -- Glove and Newspaper,Joan Miró,4016.0,"Paris, February-March 1921",Oil on canvas,"46 x 35 1/4"" (116.8 x 89.5 cm)",Gift of Armand G. Erpf,18.1955,Painting,Painting & Sculpture,1955-04-06,Y,78471,,,,116.8,,,89.5,,"Spanish, 1893–1983",Spanish,Male,1893.0,1983.0
19340,Z II,László Moholy-Nagy,4048.0,1925,Oil on canvas,"37 5/8 x 29 5/8"" (95.4 x 75.1 cm)",Gift of Mrs. Sibyl Moholy-Nagy,18.1956,Painting,Painting & Sculpture,1956-03-19,Y,78472,,,,95.4,,,75.1,,"American, born Hungary. 1895–1946",American,Male,1895.0,1946.0
19341,Mother and Child,Abraham Rattner,4821.0,1938,Oil on canvas,"28 3/4 x 39 3/8"" (73 x 100 cm)",Given anonymously,19.1940,Painting,Painting & Sculpture,1940-04-05,Y,78474,,,,73.0,,,100.0,,"American, 1893–1978",American,Male,1893.0,1978.0
19342,Fugue,John Tunnard,5969.0,1938,Oil and tempera on gessoed board,"24 x 34 1/8"" (61 x 86.7 cm)",Acquired through the Lillie P. Bliss Bequest (by exchange),19.1943,Painting,Painting & Sculpture,1943-02-18,Y,78475,,,,61.0,,,86.7,,"British, 1900–1971",British,Male,1900.0,1971.0
19343,The Two Musicians,Max Weber,6275.0,1917,Oil on canvas,"40 1/8 x 30 1/8"" (101.9 x 76.5 cm)",Acquired through the Richard D. Brixey Bequest,19.1944,Painting,Painting & Sculpture,1944-03-14,Y,78476,,,,101.9,,,76.5,,"American, born Russia. 1881–1961",American,Male,1881.0,1961.0
19344,Cwn Tryfan Rock,John Piper,4633.0,1950,Oil on canvas,"25 1/8 x 30"" (63.8 x 76.2 cm)",Purchase,19.1951,Painting,Painting & Sculpture,1951-01-30,Y,78477,,,,63.8,,,76.2,,"British, 1903–1992",British,Male,1903.0,1992.0
19345,Two Russians,Emil Nolde,4327.0,1915,Oil on canvas,"29 x 35 1/2"" (73.4 x 90 cm)",Matthew T. Mellon Foundation Fund,19.1954,Painting,Painting & Sculpture,1954-04-06,Y,78478,,,,73.4,,,90.0,,"German, 1867–1956",German,Male,1867.0,1956.0
19346,Landscape with Yellow Nudes,Otto Mueller,4140.0,c. 1919,Oil on burlap,"27 5/8 x 35 3/4"" (70.2 x 90.8 cm)",Gift of Samuel A. Berger,19.1955,Painting,Painting & Sculpture,1955-04-06,Y,78479,,,,70.2,,,90.8,,"German, 1874–1930",German,Male,1874.0,1930.0
19347,A Good Circular God,Jeanne Reynal,4884.0,1948-50,Mixed media,"37 x 24 3/8 x 1"" (94 x 61.9 x 2.5 cm)",Katharine Cornell Fund,20.1951,Painting,Painting & Sculpture,1951-01-30,Y,78482,,2.5,,94.0,,,61.9,,"American, 1903–1983",American,Female,1903.0,1983.0
19348,Color Form Synchromy (Eidos),Morgan Russell,5093.0,1922-23,Oil on canvas,"14 1/2 x 10 5/8"" (36.8 x 27 cm)",Mrs. Wendell T. Bush Fund,21.1951,Painting,Painting & Sculpture,1951-01-30,Y,78484,,,,36.8,,,27.0,,"American, 1886–1953",American,Male,1886.0,1953.0
19349,"No. 16 (Red, Brown, and Black)",Mark Rothko,5047.0,1958,Oil on canvas,"8' 10 5/8"" x 9' 9 1/4"" (270.8 x 297.8 cm)",Mrs. Simon Guggenheim Fund,21.1959,Painting,Painting & Sculpture,1959-03-02,Y,78485,,,,270.8,,,297.8,,"American, born Russia (now Latvia). 1903–1970",American,Male,1903.0,1970.0
19350,Still Life with Apples,Paul Cézanne,1053.0,1895-98,Oil on canvas,"27 x 36 1/2"" (68.6 x 92.7 cm)",Lillie P. Bliss Collection,22.1934,Painting,Painting & Sculpture,1934-09-23,Y,78486,,,,68.6,,,92.7,,"French, 1839–1906",French,Male,1839.0,1906.0
19351,Nursery,Stanley Spencer,5562.0,1936,Oil on canvas,"30 1/8 x 36 1/8"" (76.5 x 91.8 cm)","Gift of the Contemporary Art Society, London",22.1940,Painting,Painting & Sculpture,1940-04-05,Y,78487,,,,76.5,,,91.8,,"British, 1891–1959",British,Male,1891.0,1959.0
19352,Dalmatian Scene,Zoran Mušič,4189.0,1951,Oil on canvas,"21 3/8 x 28 3/4"" (54.3 x 73 cm)",Purchase,22.1953,Painting,Painting & Sculpture,1953-01-30,Y,78488,,,,54.3,,,73.0,,"Slovenian, 1909–2005",Slovenian,Male,1909.0,2005.0
19353,"Murtsphde, 570",Iaroslav Serpan,5348.0,1957,Oil on canvas,"57 1/2 x 44 7/8"" (146 x 113.7 cm)",Gift of G. David Thompson,22.1959,Painting,Painting & Sculpture,1959-03-02,Y,78490,,,,146.0,,,113.7,,"French, born Czechoslovakia. 1922–1976",French,Male,1922.0,1976.0
19354,Golden Tension,Will Barnet,342.0,1959-60,Oil and gold leaf on canvas,"64 x 39 7/8"" (162.5 x 101.2 cm)",Gift of Dr. Jack M. Greenbaum,22.1960,Painting,Painting & Sculpture,1960-04-06,Y,78491,,,,162.5,,,101.2,,"American, 1911–2012",American,Male,1911.0,2012.0
19355,Flower Festival: Feast of Santa Anita,Diego Rivera,4942.0,"October 13, 1931",Encaustic on canvas,"6' 6 1/2"" x 64"" (199.3 x 162.5 cm)",Gift of Abby Aldrich Rockefeller,23.1936,Painting,Painting & Sculpture,1936-01-06,Y,78492,,,,199.3,,,162.5,,"Mexican, 1886–1957",Mexican,Male,1886.0,1957.0
19356,Painting,Pierre Soulages,5538.0,"August 1, 1956",Oil on canvas,"59 1/4"" x 6' 4 3/4"" (150.5 x 195 cm)",Gift of Mr. and Mrs. Samuel M. Kootz,23.1959,Painting,Painting & Sculpture,1959-03-02,Y,78497,,,,150.5,,,195.0,,"French, born 1919",French,Male,1919.0,0.0
19357,On the Beach (Double Self-Portrait),Christian Bérard,486.0,1933,Oil on canvas,"31 7/9 x 46"" (80.8 x 116.7 cm)",Gift of James Thrall Soby,23.1960,Painting,Painting & Sculpture,1960-04-06,Y,78498,,,,80.8,,,116.7,,"French, 1902–1949",French,Male,1902.0,1949.0
19358,White Circle,Ilya Bolotowsky,648.0,1958,Oil on canvas,"60 3/4"" (154.3 cm) in diameter",Gift of N. E. Waldman,24.1960,Painting,Painting & Sculpture,1960-04-06,Y,78501,,,154.3,,,,,,"American, born Russia. 1907–1981",American,Male,1907.0,1981.0
19359,City Walls,Niles Spencer,5561.0,1921/22,Oil on canvas,"39 3/8 x 28 3/4"" (100 x 73 cm)",Given anonymously (by exchange),25.1936,Painting,Painting & Sculpture,1936-01-14,Y,78502,,,,100.0,,,73.0,,"American, 1893–1952",American,Male,1893.0,1952.0
19360,Jean Cocteau,Christian Bérard,486.0,1928,Oil on canvas,"25 5/8 x 21 1/4"" (65.1 x 54 cm)",Abby Aldrich Rockefeller Fund,25.1940,Painting,Painting & Sculpture,1940-04-05,Y,78503,,,,65.1,,,54.0,,"French, 1902–1949",French,Male,1902.0,1949.0
19361,Washington Crossing the Delaware,Larry Rivers,4945.0,1953,"Oil, graphite, and charcoal on linen","6' 11 5/8"" x 9' 3 5/8"" (212.4 x 283.5 cm)",Given anonymously,25.1955,Painting,Painting & Sculpture,1955-04-06,Y,78504,,,,212.4,,,283.5,,"American, 1923–2002",American,Male,1923.0,2002.0
19362,"Number 3, 1954",Myron Stout,5683.0,1954,Oil on canvas,"20 1/8 x 16"" (50.9 x 40.6 cm)",Philip Johnson Fund,25.1959,Painting,Painting & Sculpture,1959-03-02,Y,78506,,,,50.9,,,40.6,,"American, 1908–1987",American,Male,1908.0,1987.0
19363,Family Picture,Max Beckmann,429.0,Frankfurt 1920,Oil on canvas,"25 5/8 x 39 3/4"" (65.1 x 100.9 cm)",Gift of Abby Aldrich Rockefeller,26.1935,Painting,Painting & Sculpture,1935-06-04,Y,78507,,,,65.1,,,101.0,,"German, 1884–1950",German,Male,1884.0,1950.0
19364,Self-Portrait,Oskar Kokoschka,3197.0,1913,Oil on canvas,"32 1/8 x 19 1/2"" (81.6 x 49.5 cm)",Purchase,26.1940,Painting,Painting & Sculpture,1940-04-05,Y,78508,,,,81.6,,,49.5,,"Austrian, 1886–1980",Austrian,Male,1886.0,1980.0
19365,Forest Blizzard,Jean-Paul Riopelle,4934.0,1953,Oil on board,"67 1/8"" x 8' 4 1/4"" (170.5 x 254.7 cm)",Gift of Mr. and Mrs. Ralph F. Colin,26.1954,Painting,Painting & Sculpture,1954-04-06,Y,78510,,,,170.5,,,254.7,,"Canadian, 1923–2002",Canadian,Male,1923.0,2002.0
19366,The Shutters,Giuseppe Guerreschi,2397.0,1956,Oil on canvas,"70 3/4 x 43"" (179.9 x 109.2 cm)",Gift of Mrs. Saul S. Sherman,26.1957,Painting,Painting & Sculpture,1957-05-15,Y,78511,,,,179.9,,,109.2,,"Italian, 1929–1985",Italian,Male,1929.0,1985.0
19367,Kabuki,Kumi Sugaï,5719.0,1958,Oil and gilt paint on canvas,"57 1/2 x 44 5/8"" (145.8 x 113.3 cm)",Purchase,26.1959,Painting,Painting & Sculpture,1959-03-02,Y,78512,,,,145.8,,,113.3,,"Japanese, 1919–1996",Japanese,Male,1919.0,1996.0
19368,Painting,Modest Cuixart,1326.0,1958,Latex and synthetic polymer paint with metallic powders on canvas,"7' 4 5/8"" x 51 1/4"" (225 x 130.1 cm)",Gift of Mr. and Mrs. Alex L. Hillman,26.1960,Painting,Painting & Sculpture,1960-04-06,Y,78513,,,,225.0,,,130.1,,"Spanish, 1925–2001",Spanish,Male,1925.0,2001.0
19369,Biker,Susan Rothenberg,5044.0,1985,Oil on canvas,"6' 2 1/4"" x 69"" (188.3 x 175.2 cm)",Gift of UBS,26.1986,Painting,Painting & Sculpture,1986-01-13,Y,78514,,,,188.3,,,175.2,,"American, 1945–2020",American,Female,1945.0,2020.0
19370,Untitled (6.8.84),Oliver Jackson,2862.0,1984,Synthetic polymer paint on linen,"9' 1/4"" x 7' 11 5/8"" (275 x 242.8 cm)",Gift of Mr. and Mrs. Gerald D. Kohs,26.1989,Painting,Painting & Sculpture,1989-03-06,Y,78515,,,,275.0,,,242.9,,"American, born 1935",American,Male,1935.0,0.0
